Nazwa,Wersja,Dostępność,Ocena,Cena,Data_Utworzenia,Specjalizacja,Imię_Twórcy,Nazwisko_Twórcy,Płeć_Twórcy,Kraj,Email_Serwisowy
Namfix,6.0,Android,0,$41.32,12/31/2020,Galeria tematyczna,Lalo,Cope,Male,China,lcopell@shutterfly.com
Tresom,1.0,Android,1,$49.50,10/16/2020,Kreator Postaci,Binni,Woolacott,Male,El Salvador,bwoolacottlm@de.vu
Voyatouch,7.7,Android,1,$6.77,8/25/2021,Komunikator,Brit,Marquet,Polygender,France,bmarquetln@bizjournals.com
Keylex,8.63,IOS,0,$47.55,1/31/2020,Komunikator,Odelle,Rushman,Non-binary,Germany,orushmanlo@hatena.ne.jp
Y-find,0.48,Android,1,$5.38,1/15/2020,Blog,Xenos,Ardley,Male,China,xardleylp@sourceforge.net
Bigtax,0.65,IOS,2,$45.66,3/9/2021,Kreator Okładek,Dorolice,Jancik,Female,Indonesia,djanciklq@infoseek.co.jp
Cardguard,2.7.8,Android,0,$23.98,12/11/2020,Kreator Postaci,Humbert,Martill,Male,Poland,hmartilllr@cyberchimps.com
Matsoft,6.5.9,Android,0,$13.23,8/16/2020,Notatnik,Neysa,Comiskey,Agender,Indonesia,ncomiskeyls@gov.uk
Trippledex,0.24,Android,1,$13.01,11/3/2020,Tłumacz,Abie,Sergeant,Agender,Indonesia,asergeantlt@cnet.com
Ronstring,8.2,IOS,3,$32.14,3/27/2021,Odtwarzacz muzyki,Brande,Guile,Genderfluid,Philippines,bguilelu@adobe.com
Tempsoft,0.14,IOS,3,$39.90,11/18/2020,Kreator Postaci,Glendon,Emerton,Male,Indonesia,gemertonlv@ucoz.com
Lotlux,0.70,Android,5,$44.76,12/21/2020,Galeria tematyczna,Viviene,Mackerness,Female,Saudi Arabia,vmackernesslw@pinterest.com
Overhold,0.7.3,Android,2,$37.67,12/31/2020,Kreator Postaci,Isabel,Liepmann,Genderfluid,Nigeria,iliepmannlx@goo.gl
Voltsillam,5.8,IOS,0,$12.60,8/3/2020,Kreator Postaci,Hinda,Cruickshanks,Non-binary,Poland,hcruickshanksly@bbb.org
Home Ing,9.7.8,Android,5,$22.10,2/1/2020,Notatnik,Ginnie,Elt,Agender,China,geltlz@g.co
Aerified,8.6.1,Android,3,$3.02,7/9/2020,Komunikator,Arlee,Hixley,Male,Brazil,ahixleym0@dion.ne.jp
Fintone,1.9.5,Android,2,$29.27,7/6/2021,Kreator Postaci,Ibbie,Lerhinan,Bigender,Estonia,ilerhinanm1@xrea.com
Cookley,9.95,IOS,1,$23.90,2/12/2021,Galeria tematyczna,Livy,Asbery,Genderqueer,China,lasberym2@yelp.com
Job,0.1.1,IOS,2,$32.05,8/14/2021,Kreator Okładek,Kenyon,Lisle,Male,Chile,klislem3@multiply.com
Y-find,0.5.6,Android,4,$45.51,5/19/2020,Tłumacz,Zoe,Kubicka,Agender,China,zkubickam4@photobucket.com
Voyatouch,0.78,Android,1,$10.07,7/12/2021,Blog,Rance,Rosas,Female,China,rrosasm5@macromedia.com
Hatity,5.6,IOS,1,$32.89,4/10/2020,Komunikator,Rafaelita,Handford,Agender,China,rhandfordm6@ca.gov
Alpha,3.7,Android,0,$2.39,11/3/2020,Wyszukiwarka Synonimów,Sadie,Fairebrother,Polygender,Gambia,sfairebrotherm7@51.la
Wrapsafe,0.34,Android,3,$23.03,1/6/2020,Galeria tematyczna,Rickert,Pittwood,Bigender,Indonesia,rpittwoodm8@tmall.com
Job,8.5.9,Android,3,$17.65,8/30/2021,Notatnik,Carita,Keward,Bigender,Japan,ckewardm9@bravesites.com
Bitchip,0.94,IOS,2,$0.07,8/4/2021,Kreator Okładek,Vince,Alker,Genderqueer,Peru,valkerma@businesswire.com
Lotstring,6.9,Android,1,$9.94,1/2/2020,Wyszukiwarka Synonimów,Clarinda,Meaden,Agender,Brazil,cmeadenmb@networkadvertising.org
Tin,3.1.2,IOS,0,$25.90,8/28/2020,Odtwarzacz muzyki,Hansiain,Shapero,Agender,Indonesia,hshaperomc@google.co.uk
Solarbreeze,4.4.9,Android,2,$14.18,12/3/2020,Sprawdzanie Poprawności Pisowni,Valentina,Fullerlove,Genderfluid,Peru,vfullerlovemd@barnesandnoble.com
Matsoft,0.27,Android,0,$41.27,1/25/2021,Sprawdzanie Poprawności Pisowni,Rozalin,Larkcum,Non-binary,Portugal,rlarkcumme@abc.net.au
Holdlamis,0.9.3,Android,5,$36.94,1/7/2021,Notatnik,Ruddie,Weblin,Genderqueer,Indonesia,rweblinmf@cbsnews.com
Fix San,9.4,Android,0,$44.28,1/31/2021,Wyszukiwarka Synonimów,Austin,Voysey,Polygender,China,avoyseymg@myspace.com
Fix San,0.8.5,IOS,3,$44.96,6/13/2021,Notatnik,Brigit,Jedryka,Agender,Russia,bjedrykamh@elpais.com
Overhold,0.16,IOS,5,$39.85,7/5/2020,Tłumacz,Doe,Acomb,Agender,Philippines,dacombmi@usda.gov
Cookley,0.4.3,IOS,4,$14.86,8/2/2021,Kreator Postaci,Orv,Steeples,Female,Brazil,osteeplesmj@time.com
Y-Solowarm,0.41,IOS,2,$17.14,5/1/2020,Komunikator,Cindelyn,Parkman,Polygender,Comoros,cparkmanmk@cisco.com
Sub-Ex,6.4,IOS,1,$32.91,5/17/2021,Kreator Postaci,Eachelle,Sarjent,Genderqueer,Czech Republic,esarjentml@sina.com.cn
Holdlamis,5.1,Android,1,$46.77,6/22/2021,Kreator Okładek,Haze,Tierney,Agender,Russia,htierneymm@techcrunch.com
Overhold,0.1.3,IOS,0,$24.63,10/31/2021,Notatnik,Maurise,Goodfellowe,Non-binary,Belarus,mgoodfellowemn@microsoft.com
Voltsillam,5.66,IOS,3,$5.67,8/21/2020,Sprawdzanie Poprawności Pisowni,Ade,Coite,Polygender,China,acoitemo@ameblo.jp
Bamity,0.60,Android,2,$4.92,9/23/2021,Blog,Eliot,Sparsholt,Agender,Japan,esparsholtmp@scientificamerican.com
Domainer,0.1.4,IOS,2,$48.40,11/3/2020,Galeria tematyczna,Hewett,Aizik,Genderfluid,Czech Republic,haizikmq@senate.gov
Holdlamis,9.0,IOS,0,$5.40,4/16/2021,Sprawdzanie Poprawności Pisowni,Kirstin,Giraudeau,Female,Indonesia,kgiraudeaumr@nytimes.com
Treeflex,3.59,Android,5,$4.41,8/11/2021,Notatnik,Evangeline,Beckers,Non-binary,China,ebeckersms@webnode.com
Zaam-Dox,0.5.3,IOS,0,$34.47,12/20/2020,Odtwarzacz muzyki,Issiah,Klaves,Female,Indonesia,iklavesmt@cyberchimps.com
Bitwolf,3.00,IOS,2,$26.35,7/15/2021,Sprawdzanie Poprawności Pisowni,Kiley,Copello,Bigender,Cuba,kcopellomu@drupal.org
Sonsing,8.81,IOS,4,$45.48,2/3/2020,Tłumacz,Brendon,Fallen,Bigender,China,bfallenmv@360.cn
Stringtough,3.0,IOS,5,$2.90,8/1/2020,Wyszukiwarka Synonimów,Sephira,Simonsen,Non-binary,Japan,ssimonsenmw@bloglines.com
Stim,9.8,IOS,5,$30.09,6/17/2021,Tłumacz,Tobi,Tinmouth,Genderfluid,China,ttinmouthmx@t.co
Otcom,5.21,Android,1,$15.29,3/16/2021,Galeria tematyczna,Audy,McNaught,Female,Canada,amcnaughtmy@usgs.gov
Ronstring,8.59,IOS,1,$24.45,12/28/2020,Odtwarzacz muzyki,Had,Skilling,Male,Peru,hskillingmz@flickr.com
Prodder,7.4.5,Android,4,$47.07,2/26/2020,Notatnik,Cris,Soldi,Female,Russia,csoldin0@ihg.com
Gembucket,0.42,IOS,1,$16.36,8/13/2021,Blog,Davidde,Steinhammer,Male,Nigeria,dsteinhammern1@chicagotribune.com
Tresom,0.7.0,IOS,5,$5.27,8/29/2021,Galeria tematyczna,Norma,Boshere,Male,Venezuela,nbosheren2@archive.org
Flowdesk,6.2.5,Android,3,$24.37,12/6/2020,Kreator Okładek,Wolf,Duffree,Male,Indonesia,wduffreen3@google.com.br
Lotstring,0.6.7,IOS,3,$4.24,9/20/2020,Kreator Postaci,Bernardina,Story,Bigender,Mexico,bstoryn4@businesswire.com
Ronstring,4.5.6,Android,4,$17.08,3/14/2020,Odtwarzacz muzyki,Marcy,Appleby,Non-binary,Russia,mapplebyn5@apache.org
Bigtax,1.13,IOS,0,$20.67,9/1/2020,Wyszukiwarka Synonimów,Collen,Marsy,Male,China,cmarsyn6@bloglovin.com
Hatity,1.53,IOS,4,$6.74,3/3/2021,Wyszukiwarka Synonimów,Alidia,McArt,Female,China,amcartn7@homestead.com
Temp,9.67,Android,3,$46.68,9/6/2020,Tłumacz,Corenda,Tchir,Agender,China,ctchirn8@cocolog-nifty.com
Tresom,9.8,Android,2,$27.16,8/29/2021,Kreator Okładek,Vinnie,Eaken,Genderfluid,Armenia,veakenn9@seesaa.net
Stim,8.0.4,Android,1,$43.83,12/27/2019,Wyszukiwarka Synonimów,Vernor,Peoples,Bigender,China,vpeoplesna@sciencedaily.com
Cookley,9.61,Android,0,$40.48,3/30/2021,Odtwarzacz muzyki,Anne,McCarney,Genderqueer,Thailand,amccarneynb@sbwire.com
Veribet,2.7.6,IOS,4,$49.37,7/25/2020,Galeria tematyczna,Paolo,Furmage,Genderqueer,France,pfurmagenc@cnet.com
Fix San,7.8.9,IOS,0,$12.60,2/27/2021,Blog,Fredra,Siggin,Genderqueer,Philippines,fsigginnd@oakley.com
Sub-Ex,4.40,Android,5,$1.38,5/22/2020,Wyszukiwarka Synonimów,Phip,Glandon,Genderqueer,Iran,pglandonne@plala.or.jp
Zathin,0.15,IOS,1,$5.43,8/5/2021,Galeria tematyczna,Kirby,Bensusan,Genderqueer,Portugal,kbensusannf@vimeo.com
Fintone,3.7.8,IOS,2,$15.86,8/12/2020,Wyszukiwarka Synonimów,Sonnie,Mosdell,Agender,Indonesia,smosdellng@oaic.gov.au
Namfix,7.1,IOS,0,$26.83,1/18/2021,Sprawdzanie Poprawności Pisowni,Myron,Stearndale,Non-binary,Costa Rica,mstearndalenh@g.co
Konklab,0.98,Android,3,$21.83,11/29/2021,Tłumacz,Lissy,D'Cruze,Male,South Korea,ldcruzeni@google.com.hk
Stim,0.16,IOS,4,$13.85,12/23/2020,Notatnik,Jessie,Grinov,Genderqueer,China,jgrinovnj@unesco.org
Alpha,6.3.7,IOS,3,$41.11,4/20/2020,Kreator Postaci,Johannes,Gooch,Polygender,Japan,jgoochnk@buzzfeed.com
Flowdesk,9.0.9,Android,0,$11.36,3/23/2020,Tłumacz,Porty,Hartshorne,Genderqueer,China,phartshornenl@ning.com
Prodder,0.3.6,IOS,5,$28.28,3/5/2021,Kreator Okładek,Fanya,Risso,Agender,Republic of the Congo,frissonm@disqus.com
Transcof,4.2,Android,0,$34.49,5/25/2020,Kreator Postaci,Noble,Bilsland,Bigender,Nigeria,nbilslandnn@about.com
Rank,4.27,IOS,5,$19.43,7/14/2020,Odtwarzacz muzyki,Eduino,Primo,Agender,Morocco,eprimono@ask.com
Latlux,0.7.0,Android,3,$12.16,1/9/2020,Blog,Tirrell,Andrieu,Female,Philippines,tandrieunp@un.org
Duobam,0.32,Android,4,$1.11,6/19/2021,Kreator Postaci,Kellby,Huckfield,Agender,China,khuckfieldnq@eventbrite.com
Stim,0.85,Android,5,$37.91,10/24/2020,Tłumacz,Rudd,Keighley,Non-binary,Philippines,rkeighleynr@issuu.com
Temp,5.5,IOS,2,$1.51,2/17/2021,Odtwarzacz muzyki,Allegra,Huggons,Non-binary,Poland,ahuggonsns@eepurl.com
Tres-Zap,3.5,Android,2,$46.35,5/6/2021,Kreator Postaci,Torrey,Lysaght,Bigender,Poland,tlysaghtnt@twitpic.com
Opela,6.1,Android,1,$48.26,3/12/2021,Wyszukiwarka Synonimów,Cynthia,Chomiszewski,Bigender,Indonesia,cchomiszewskinu@ucoz.com
Pannier,9.4.5,IOS,0,$45.08,7/31/2020,Blog,Shayne,Littleton,Male,Indonesia,slittletonnv@yolasite.com
Andalax,1.8,Android,5,$14.11,4/1/2021,Tłumacz,Dodi,Wildgoose,Agender,China,dwildgoosenw@va.gov
Bytecard,0.77,IOS,3,$4.76,12/27/2020,Kreator Postaci,Tasia,Tebbutt,Genderfluid,United States,ttebbuttnx@house.gov
Alphazap,6.78,Android,2,$34.63,6/13/2021,Kreator Okładek,Kailey,Whitticks,Male,Indonesia,kwhitticksny@indiatimes.com
Redhold,0.34,Android,1,$3.92,3/30/2020,Blog,Sidonnie,Petz,Bigender,Indonesia,spetznz@stanford.edu
Opela,0.60,IOS,4,$44.43,7/20/2021,Odtwarzacz muzyki,Del,Padley,Polygender,France,dpadleyo0@microsoft.com
Y-find,0.5.0,IOS,0,$22.77,9/5/2021,Kreator Okładek,Annabella,O'Lyhane,Male,Japan,aolyhaneo1@unesco.org
Matsoft,1.01,IOS,0,$33.91,5/17/2021,Sprawdzanie Poprawności Pisowni,Leoline,Copcote,Bigender,Philippines,lcopcoteo2@flickr.com
Overhold,6.0.6,Android,3,$17.06,3/19/2020,Kreator Postaci,Hasheem,Trangmar,Non-binary,Indonesia,htrangmaro3@google.com.au
Bitchip,9.4.3,Android,2,$24.56,1/27/2020,Wyszukiwarka Synonimów,Alaster,Geerling,Agender,Serbia,ageerlingo4@skyrock.com
Ventosanzap,0.13,IOS,5,$36.26,7/7/2021,Notatnik,Erin,Gianelli,Polygender,Brazil,egianellio5@sohu.com
Namfix,0.2.9,IOS,2,$17.95,2/16/2020,Komunikator,Melantha,Tew,Genderfluid,Philippines,mtewo6@bigcartel.com
Cardguard,3.2.1,Android,5,$13.29,10/24/2021,Sprawdzanie Poprawności Pisowni,Cherice,Summerbell,Non-binary,Ukraine,csummerbello7@abc.net.au
Temp,8.8,IOS,0,$0.48,10/23/2020,Komunikator,Karly,Barrus,Non-binary,Poland,kbarruso8@sfgate.com
Tres-Zap,0.7.6,IOS,5,$44.73,5/21/2020,Kreator Okładek,Perla,Chivers,Agender,Czech Republic,pchiverso9@rediff.com
Stronghold,5.4,IOS,5,$28.39,2/10/2021,Notatnik,Lindsy,Alwen,Non-binary,Philippines,lalwenoa@walmart.com
Konklab,0.97,IOS,0,$5.69,4/20/2020,Sprawdzanie Poprawności Pisowni,Patricio,MacMurray,Female,China,pmacmurrayob@youtu.be
Job,0.91,IOS,0,$34.96,6/8/2020,Kreator Postaci,Thatcher,Dullard,Polygender,Peru,tdullardoc@webmd.com
Job,9.97,Android,5,$11.65,11/24/2021,Komunikator,Dani,Sarjeant,Agender,Indonesia,dsarjeantod@theglobeandmail.com
Span,0.76,Android,0,$39.64,1/22/2020,Kreator Okładek,Gregoor,Atrill,Bigender,Brazil,gatrilloe@google.pl
Bamity,0.30,Android,0,$12.81,5/10/2020,Komunikator,Aeriela,Chumley,Male,Russia,achumleyof@behance.net
Home Ing,3.53,Android,2,$37.47,2/2/2020,Kreator Okładek,Randene,Scotchmer,Male,Ireland,rscotchmerog@house.gov
Solarbreeze,5.80,IOS,1,$49.88,1/23/2020,Notatnik,Rosabelle,Kroch,Male,Poland,rkrochoh@1688.com
Tresom,4.7.6,IOS,1,$38.94,3/25/2021,Sprawdzanie Poprawności Pisowni,Levon,Laycock,Genderfluid,Peru,llaycockoi@techcrunch.com
Zamit,0.84,Android,5,$23.37,12/29/2019,Odtwarzacz muzyki,Malcolm,Bostock,Polygender,Indonesia,mbostockoj@wiley.com
Subin,0.57,IOS,3,$4.14,12/28/2020,Kreator Okładek,Ignatius,Crowthe,Genderqueer,Canada,icrowtheok@gizmodo.com
Y-Solowarm,2.56,IOS,3,$37.34,2/20/2021,Tłumacz,Farris,Keable,Polygender,Ukraine,fkeableol@freewebs.com
Opela,6.16,IOS,1,$36.72,6/26/2020,Blog,Aubrey,Kollas,Bigender,Poland,akollasom@networksolutions.com
Trippledex,0.6.5,IOS,3,$25.60,5/1/2021,Notatnik,Charmion,Mollett,Genderfluid,Poland,cmolletton@tinyurl.com
Fintone,0.79,IOS,1,$47.92,3/30/2021,Galeria tematyczna,Marybeth,Longhorn,Non-binary,Portugal,mlonghornoo@dion.ne.jp
Fixflex,4.61,IOS,2,$16.70,10/11/2020,Notatnik,Marchelle,Diess,Non-binary,China,mdiessop@cargocollective.com
Treeflex,5.1,Android,5,$14.53,10/10/2021,Tłumacz,Roslyn,Pulster,Female,Russia,rpulsteroq@macromedia.com
Opela,0.61,Android,2,$43.64,4/15/2020,Notatnik,Vern,Llewelly,Male,Puerto Rico,vllewellyor@symantec.com
Toughjoyfax,9.2.5,IOS,1,$31.87,5/18/2021,Odtwarzacz muzyki,Marlo,Georgeau,Polygender,Nigeria,mgeorgeauos@spiegel.de
Span,0.6.3,Android,1,$20.85,10/19/2020,Komunikator,Hallie,Searles,Non-binary,Mongolia,hsearlesot@dyndns.org
Y-Solowarm,4.1,Android,1,$27.67,3/5/2021,Komunikator,Marysa,Willshaw,Genderfluid,Malaysia,mwillshawou@prnewswire.com
Ronstring,0.55,Android,5,$40.93,12/16/2020,Wyszukiwarka Synonimów,Dex,Heinicke,Agender,Brazil,dheinickeov@vistaprint.com
Job,0.7.0,Android,0,$44.59,11/29/2021,Galeria tematyczna,Vale,Heaselgrave,Agender,China,vheaselgraveow@ox.ac.uk
Job,0.58,IOS,3,$18.59,6/22/2020,Galeria tematyczna,Chrisse,Delany,Non-binary,Indonesia,cdelanyox@census.gov
Flexidy,0.8.3,IOS,0,$3.01,6/15/2021,Blog,Jourdan,Rickets,Polygender,Czech Republic,jricketsoy@nymag.com
Fixflex,0.40,IOS,1,$21.28,11/20/2020,Galeria tematyczna,Lucy,Randerson,Bigender,China,lrandersonoz@mapy.cz
